time_ms,rawAccelX_g,rawAccelY_g,rawAccelZ_g,rawGyroX_dps,rawGyroY_dps,rawGyroZ_dps,filteredAccelX_g,filteredAccelY_g,filteredAccelZ_g,filteredGyroX_dps,filteredGyroY_dps,filteredGyroZ_dps
21712,0.147314,0.579473,-0.236255,-15.184656,14.787633,-24.103741,-0.021460,0.166735,-0.209987,29.262897,-15.503511,0.927193
21812,0.068701,0.580938,-0.185474,5.983283,-15.487176,6.033664,-0.003428,0.249575,-0.205084,26.934935,-15.501879,1.437840
21912,0.153174,0.702520,-0.080249,-13.260992,7.917404,0.812290,0.027892,0.340164,-0.180117,22.915340,-13.159950,1.375285
22012,0.303076,0.467656,0.068677,-246.047240,139.894500,-48.928165,0.082929,0.365663,-0.130358,-3.980925,2.145498,-3.655061
22112,-0.181543,-0.049189,-0.313892,-60.283894,83.528091,-3.096107,0.030035,0.282692,-0.167065,-9.611223,10.283759,-3.599165
22212,-0.072412,-0.296504,-0.021411,59.044353,-25.723818,-6.180077,0.009545,0.166853,-0.137934,-2.745664,6.683000,-3.857256
22312,-0.225732,-0.211299,-0.100513,11.662672,17.314350,10.422977,-0.037510,0.091223,-0.130450,-1.304830,7.746135,-2.429233
22412,-0.160303,-0.163936,-0.041919,6.754275,2.367786,1.293206,-0.062069,0.040191,-0.112744,-0.498919,7.208300,-2.056989
22512,-0.159326,-0.170527,-0.051440,1.151221,-5.326870,0.690153,-0.081520,-0.001953,-0.100483,-0.333905,5.954783,-1.782274
22612,-0.150781,-0.156367,0.000317,6.334427,-9.365039,-2.691527,-0.095372,-0.032836,-0.080323,0.332928,4.422800,-1.873200
22712,-0.127100,-0.147334,-0.044849,5.471832,-11.365039,0.728321,-0.101718,-0.055735,-0.073228,0.846819,2.844016,-1.613048
22812,-0.127100,-0.155879,-0.064380,0.990916,-4.334504,0.880992,-0.106794,-0.075764,-0.071458,0.861228,2.126164,-1.363644
22912,-0.113184,-0.128291,-0.019458,10.342061,-7.052061,5.071832,-0.108072,-0.086269,-0.061058,1.809312,1.208341,-0.720096
